fips15,census_tract,census_block,ward_2010,anc_2010
110010104002010,0104,2010,8,8C
110010107002018,0107,2018,2,2B
110010067003003,0067,3003,6,6B
110010087022002,0087,2002,5,5E
110010062021133,0062,1133,2,2C
110010019022011,0019,2011,4,4B
110010041003014,0041,3014,2,2D
110010027022008,0027,2008,1,1D
110010080013005,0080,3005,6,6A
110010102002020,0102,2020,6,6D
110010062021041,0062,1041,2,2A
110010071001022,0071,1022,6,6B
110010019014011,0019,4011,4,4B
110010039001002,0039,1002,1,1C
110010020021023,0020,1023,4,4C
110010077091028,0077,1028,7,7B
110010024001002,0024,1002,4,4C
110010076034001,0076,4001,7,7B
110010095052002,0095,2002,4,4B
110010010012024,0010,2024,3,3E
110010093013023,0093,3023,5,5B
110010106002035,0106,2035,6,6C
110010062021164,0062,1164,6,6B
110010088031019,0088,1019,5,5D
110010074011004,0074,1004,8,8A
110010078043015,0078,3015,7,7C
110010062021151,0062,1151,2,2C
110010014023005,0014,3005,3,3G
110010043001005,0043,1005,1,1B
110010089042005,0089,2005,5,5D
110010097001005,0097,1005,8,8E
110010081002008,0081,2008,6,6A
110010062021181,0062,1181,2,2A
110010077091015,0077,1015,7,7B
110010025012013,0025,2013,4,4C
110010013012004,0013,2004,3,3F
110010003001006,0003,1006,2,2E
110010062021196,0062,1196,6,6D
110010056002013,0056,2013,2,2A
110010071002009,0071,2009,6,6B
110010019022016,0019,2016,4,4B
110010023021021,0023,1021,5,5A
110010014021002,0014,1002,3,3G
110010005021002,0005,1002,3,3C
110010095091007,0095,1007,5,5A
110010013012003,0013,2003,3,3F
110010053012005,0053,2005,2,2B
110010078082006,0078,2006,7,7C
110010019021019,0019,1019,4,4B
110010091022007,0091,2007,5,5C
110010017022009,0017,2009,4,4B
110010105002007,0105,2007,6,6D
110010097001010,0097,1010,8,8E
110010071001000,0071,1000,6,6B
110010107001007,0107,1007,2,2A
110010103003002,0103,3002,4,4B
110010047021014,0047,1014,6,6E
110010076041006,0076,1006,7,7B
110010108001000,0108,1000,2,2A
110010004001022,0004,1022,3,3B
110010094003018,0094,3018,5,5C
110010111002000,0111,2000,5,5C
110010025011007,0025,1007,4,4C
110010011002024,0011,2024,3,3E
110010032001001,0032,1001,1,1A
110010048011004,0048,1004,1,1B
110010090001010,0090,1010,5,5C
110010111002024,0111,2024,5,5C
110010110003005,0110,3005,6,6D
110010072002000,0072,2000,6,6B
110010052013002,0052,3002,2,2F
110010049021005,0049,1005,2,2F
110010087011002,0087,1002,5,5E
110010078041014,0078,1014,7,7C
110010049011006,0049,1006,6,6E
110010008014003,0008,4003,3,3D
110010078062015,0078,2015,7,7C
110010010016000,0010,6000,3,3E
110010095013009,0095,3009,5,5A
110010062021152,0062,1152,2,2C
110010024002001,0024,2001,4,4C
110010107001029,0107,1029,2,2A
110010091021007,0091,1007,5,5C
110010088023003,0088,3003,5,5D
110010095032002,0095,2002,5,5A
110010111002013,0111,2013,5,5C
110010099032001,0099,2001,7,7E
110010014021005,0014,1005,3,3G
110010076043006,0076,3006,7,7B
110010016004033,0016,4033,4,4A
110010093013014,0093,3014,5,5B
110010021026001,0021,6001,4,4B
110010099012028,0099,2028,7,7B
110010008021001,0008,1001,3,3D
110010093012008,0093,2008,5,5B
110010024001007,0024,1007,4,4C
110010095011000,0095,1000,5,5A
110010006004011,0006,4011,3,3C
110010073011028,0073,1028,8,8C
110010049022001,0049,2001,2,2F
110010040022001,0040,2001,1,1C
110010101001015,0101,1015,2,2F
110010098112002,0098,2002,8,8D
110010010016009,0010,6009,3,3E
110010093011014,0093,1014,5,5B
110010021011004,0021,1004,4,4B
110010043001000,0043,1000,1,1B
110010077091019,0077,1019,7,7B
110010022023000,0022,3000,4,4D
110010059001015,0059,1015,2,2C
110010062021224,0062,1224,2,2A
110010089031001,0089,1001,5,5D
110010042011000,0042,1000,1,1C
110010084021003,0084,1003,6,6A
110010089041005,0089,1005,5,5D
110010076032011,0076,2011,7,7B
110010022011011,0022,1011,4,4D
110010068041017,0068,1017,7,7F
110010098041003,0098,1003,8,8C
110010062021170,0062,1170,2,2A
110010017021024,0017,1024,4,4B
110010074011010,0074,1010,8,8A
110010089031002,0089,1002,5,5D
110010073011107,0073,1107,8,8D
110010015001020,0015,1020,3,3G
110010077032008,0077,2008,7,7F
110010001004003,0001,4003,2,2E
110010095013000,0095,3000,5,5A
110010062021214,0062,1214,2,2A
110010067003000,0067,3000,6,6B
110010101001019,0101,1019,2,2C
110010038003004,0038,3004,1,1C
110010037003000,0037,3000,1,1B
110010103001001,0103,1001,4,4A
110010019012006,0019,2006,4,4B
110010062021186,0062,1186,2,2A
110010073011061,0073,1061,8,8D
110010002022003,0002,2003,2,2E
110010058001009,0058,1009,2,2C
110010004002029,0004,2029,3,3B
110010093014008,0093,4008,5,5B
110010104001016,0104,1016,8,8C
110010046002003,0046,2003,5,5E
110010065001000,0065,1000,6,6B
110010072002039,0072,2039,6,6B
110010014011002,0014,1002,3,3G
110010062021253,0062,1253,2,2C
110010078081010,0078,1010,7,7C
110010052012002,0052,2002,2,2B
110010026001021,0026,1021,1,1D
110010068011008,0068,1008,6,6B
110010027021002,0027,1002,1,1D
110010016001006,0016,1006,4,4A
110010025011010,0025,1010,4,4C
110010099022001,0099,2001,7,7E
110010095092011,0095,2011,5,5A
110010017022005,0017,2005,4,4B
110010076042014,0076,2014,7,7B
110010083012014,0083,2014,6,6C
110010012004017,0012,4017,3,3E
110010111003046,0111,3046,5,5C
110010034002020,0034,2020,1,1B
110010044001015,0044,1015,1,1B
110010092011017,0092,1017,5,5B
110010009022030,0009,2030,3,3D
110010096032002,0096,2002,7,7F
110010003002002,0003,2002,3,3B
110010064002025,0064,2025,6,6D
110010029001004,0029,1004,1,1A
110010006003005,0006,3005,3,3C
110010062021033,0062,1033,2,2A
110010095041004,0095,1004,5,5B
110010014022007,0014,2007,3,3G
110010096011029,0096,1029,7,7D
110010055003012,0055,3012,2,2A
110010071001002,0071,1002,6,6B
110010030001005,0030,1005,1,1A
110010074041007,0074,1007,8,8E
110010008013015,0008,3015,3,3D
110010084101002,0084,1002,6,6A
110010109002001,0109,2001,8,8D
110010101001016,0101,1016,2,2F
110010021015005,0021,5005,4,4D
110010034002017,0034,2017,1,1B
110010014012007,0014,2007,3,3G
110010075022006,0075,2006,8,8B
110010075022005,0075,2005,8,8B
110010026002031,0026,2031,4,4A
110010077082002,0077,2002,7,7F
110010078081008,0078,1008,7,7C
110010011001017,0011,1017,3,3G
110010111003037,0111,3037,5,5C
110010075041003,0075,1003,8,8A
110010020012015,0020,2015,4,4C
110010044002014,0044,2014,1,1B
110010016004012,0016,4012,4,4A
110010092032002,0092,2002,5,5E
110010001004029,0001,4029,2,2E
110010072002052,0072,2052,6,6D
110010102002035,0102,2035,6,6D
110010076053000,0076,3000,8,8A
110010021011003,0021,1003,4,4B
110010006004007,0006,4007,3,3C
110010082002016,0082,2016,6,6C
110010002021011,0002,1011,2,2E
110010023011012,0023,1012,4,4C
110010076052003,0076,2003,8,8B
110010049011004,0049,1004,6,6E
110010096011033,0096,1033,7,7D
110010074011017,0074,1017,8,8A
110010007023001,0007,3001,3,3B
110010032004009,0032,4009,1,1B
110010025022000,0025,2000,4,4C
110010111001010,0111,1010,5,5C
110010073011040,0073,1040,8,8C
110010107001006,0107,1006,2,2A
110010096011009,0096,1009,7,7D
110010062021004,0062,1004,6,6C
110010074042002,0074,2002,8,8E
110010017022014,0017,2014,4,4B
110010096011041,0096,1041,7,7D
110010009012012,0009,2012,3,3D
110010071001032,0071,1032,6,6B
110010009012022,0009,2022,3,3D
110010009013014,0009,3014,3,3D
110010078081014,0078,1014,7,7C
110010005021005,0005,1005,3,3C
110010077082007,0077,2007,7,7B
110010095033003,0095,3003,5,5B
110010073011077,0073,1077,8,8D
110010012003008,0012,3008,3,3F
110010002022007,0002,2007,2,2E
110010024002018,0024,2018,4,4C
110010073011118,0073,1118,8,8D
110010078061014,0078,1014,7,7C
110010101001023,0101,1023,2,2C
110010008022002,0008,2002,3,3D
110010091022008,0091,2008,5,5C
110010084101000,0084,1000,6,6A
110010021022007,0021,2007,4,4D
110010070002005,0070,2005,6,6B
110010093021006,0093,1006,5,5B
110010074091001,0074,1001,8,8B
110010080021003,0080,1003,6,6A
110010080012010,0080,2010,6,6A
110010006004020,0006,4020,3,3C
110010009022022,0009,2022,3,3D
110010111002006,0111,2006,5,5C
110010111002018,0111,2018,5,5C
110010017022018,0017,2018,4,4B
110010055003004,0055,3004,2,2A
110010074011011,0074,1011,8,8A
110010073043002,0073,3002,8,8C
110010092032006,0092,2006,5,5E
110010094003012,0094,3012,5,5C
110010096041003,0096,1003,7,7D
110010048022007,0048,2007,6,6E
110010009022021,0009,2021,3,3D
110010110001000,0110,1000,6,6D
110010084021009,0084,1009,6,6A
110010049012013,0049,2013,2,2F
110010090002001,0090,2001,5,5C
110010008012005,0008,2005,3,3D
110010062021119,0062,1119,6,6B
110010059001007,0059,1007,2,2C
110010079031018,0079,1018,7,7D
110010056002016,0056,2016,2,2A
110010047011001,0047,1001,6,6E
110010026001003,0026,1003,4,4A
110010005021007,0005,1007,3,3C
110010021021005,0021,1005,4,4B
110010077072023,0077,2023,7,7E
110010075031013,0075,1013,8,8A
110010064001002,0064,1002,6,6D
110010096033000,0096,3000,7,7F
110010108002018,0108,2018,2,2A
110010096042001,0096,2001,7,7D
110010104001020,0104,1020,8,8C
110010041003024,0041,3024,2,2D
110010025011008,0025,1008,4,4C
110010026001006,0026,1006,4,4A
110010091021003,0091,1003,5,5C
110010073043000,0073,3000,8,8C
110010005012003,0005,2003,3,3C
110010069001000,0069,1000,6,6B
110010088041001,0088,1001,5,5D
110010019021008,0019,1008,4,4B
110010016001018,0016,1018,4,4A
110010068011010,0068,1010,6,6B
110010088042006,0088,2006,5,5D
110010050022003,0050,2003,2,2F
110010067002008,0067,2008,6,6B
110010052012007,0052,2007,2,2B
110010082002001,0082,2001,6,6C
110010032002003,0032,2003,1,1A
110010095051005,0095,1005,4,4B
110010035002006,0035,2006,1,1B
110010095031009,0095,1009,5,5A
110010020012000,0020,2000,4,4A
110010001004023,0001,4023,2,2E
110010083012012,0083,2012,6,6C
110010104001017,0104,1017,8,8C
110010001004002,0001,4002,2,2E
110010077032005,0077,2005,7,7F
110010096021009,0096,1009,7,7D
110010049012014,0049,2014,2,2F
110010013011018,0013,1018,3,3F
110010048011011,0048,1011,6,6E
110010071002004,0071,2004,6,6B
110010104002008,0104,2008,8,8C
110010004001020,0004,1020,3,3C
110010021015003,0021,5003,4,4D
110010082002008,0082,2008,6,6C
110010080022010,0080,2010,6,6A
110010074093003,0074,3003,8,8B
110010062021097,0062,1097,2,2A
110010106002056,0106,2056,6,6C
110010013023009,0013,3009,3,3F
110010095033015,0095,3015,5,5B
110010108001003,0108,1003,2,2A
110010058001039,0058,1039,2,2C
110010076015025,0076,5025,8,8A
110010025021004,0025,1004,4,4C
110010069001007,0069,1007,6,6B
110010006003004,0006,3004,3,3C
110010091022016,0091,2016,5,5C
110010099072000,0099,2000,7,7F
110010020023008,0020,3008,4,4C
110010055001008,0055,1008,2,2B
110010094003007,0094,3007,5,5C
110010062021169,0062,1169,2,2A
110010078033009,0078,3009,7,7D
110010027012000,0027,2000,1,1D
110010041003011,0041,3011,2,2D
110010094001005,0094,1005,5,5B
110010099022000,0099,2000,7,7B
110010107002003,0107,2003,2,2B
110010062021082,0062,1082,2,2A
110010077091025,0077,1025,7,7B
110010016002001,0016,2001,4,4A
110010027023004,0027,3004,1,1D
110010012001002,0012,1002,3,3F
110010010013002,0010,3002,3,3E
110010017021000,0017,1000,4,4B
110010049022007,0049,2007,2,2F
110010011002025,0011,2025,3,3E
110010003004003,0003,4003,3,3B
110010022022000,0022,2000,4,4D
110010059001006,0059,1006,2,2C
110010074061000,0074,1000,8,8A
110010069001008,0069,1008,6,6B
110010059001027,0059,1027,2,2C
110010066001008,0066,1008,6,6B
110010062021198,0062,1198,6,6D
110010021012000,0021,2000,4,4D
110010084022006,0084,2006,6,6A
110010008022006,0008,2006,3,3D
110010002021010,0002,1010,2,2E
110010078062021,0078,2021,7,7D
110010095013006,0095,3006,5,5A
110010097001007,0097,1007,8,8E
110010104001018,0104,1018,8,8C
110010007021004,0007,1004,3,3B
110010073011046,0073,1046,8,8D
110010059001000,0059,1000,6,6C
110010044002007,0044,2007,1,1B
110010003004007,0003,4007,3,3B
110010093014002,0093,4002,5,5B
110010074093005,0074,3005,8,8B
110010042012000,0042,2000,1,1C
110010072002058,0072,2058,6,6D
110010018032000,0018,2000,4,4A
110010013012009,0013,2009,3,3F
110010002021009,0002,1009,2,2E
110010068011007,0068,1007,6,6B
110010078043011,0078,3011,7,7C
110010015001001,0015,1001,3,3G
110010062021077,0062,1077,2,2A
110010096021005,0096,1005,7,7D
110010009013029,0009,3029,3,3D
110010079013006,0079,3006,6,6A
110010095011001,0095,1001,5,5A
110010015002010,0015,2010,3,3G
110010049012005,0049,2005,6,6E
110010049012007,0049,2007,6,6E
110010001002006,0001,2006,2,2E
110010098071014,0098,1014,8,8D
110010016003011,0016,3011,4,4A
110010088022002,0088,2002,5,5D
110010076041001,0076,1001,7,7B
110010105001009,0105,1009,6,6D
110010019013012,0019,3012,4,4B
110010076042001,0076,2001,7,7B
110010098112006,0098,2006,8,8D
110010106002011,0106,2011,6,6C
110010101001002,0101,1002,2,2C
110010084101004,0084,1004,6,6A
110010058001033,0058,1033,2,2C
110010071002003,0071,2003,6,6B
110010014012000,0014,2000,3,3G
110010107002000,0107,2000,2,2B
110010037001000,0037,1000,1,1B
110010024004007,0024,4007,4,4C
110010095011002,0095,1002,5,5A
110010098041006,0098,1006,8,8C
110010078092007,0078,2007,7,7D
110010025022008,0025,2008,4,4C
110010091022013,0091,2013,5,5C
110010095013007,0095,3007,5,5A
110010001004041,0001,4041,2,2E
110010062021012,0062,1012,6,6C
110010028022001,0028,2001,1,1A
110010074042003,0074,2003,8,8E
110010026001018,0026,1018,4,4A
110010075031019,0075,1019,8,8A
110010097001014,0097,1014,8,8E
110010032002004,0032,2004,1,1A
110010008013005,0008,3005,3,3D
110010014021001,0014,1001,3,3G
110010021015004,0021,5004,4,4D
110010052013000,0052,3000,2,2F
110010008013017,0008,3017,3,3D
110010095042003,0095,2003,5,5A
110010075031005,0075,1005,8,8A
110010044002017,0044,2017,1,1B
110010042021010,0042,1010,2,2B
110010109002034,0109,2034,8,8D
110010099042004,0099,2004,7,7E
110010078033004,0078,3004,7,7D
110010099012024,0099,2024,7,7B
110010096011037,0096,1037,7,7D
110010062021210,0062,1210,6,6D
110010108003001,0108,3001,2,2A
110010001001009,0001,1009,2,2E
110010078082002,0078,2002,7,7C
110010095033005,0095,3005,5,5B
110010008014005,0008,4005,3,3D
110010078034000,0078,4000,7,7D
110010059001001,0059,1001,6,6C
110010019022013,0019,2013,4,4B
110010068011004,0068,1004,6,6B
110010040021000,0040,1000,1,1C
110010062021213,0062,1213,2,2A
110010048011008,0048,1008,6,6E
110010074071011,0074,1011,8,8B
110010064002021,0064,2021,6,6D
110010111003008,0111,3008,5,5C
110010074041003,0074,1003,8,8E
110010092011009,0092,1009,5,5E
110010006004013,0006,4013,3,3C
110010084021000,0084,1000,6,6A
110010076053004,0076,3004,8,8A
110010014021004,0014,1004,3,3G
110010078043014,0078,3014,7,7C
110010099041009,0099,1009,7,7E
110010099021005,0099,1005,7,7E
110010036003004,0036,3004,1,1B
110010011004010,0011,4010,3,3F
110010010012012,0010,2012,3,3E
110010073011057,0073,1057,8,8D
110010078034002,0078,4002,7,7D
110010008012012,0008,2012,3,3D
110010080012011,0080,2011,6,6A
110010020011001,0020,1001,4,4A
110010012004005,0012,4005,3,3E
110010084101001,0084,1001,6,6A
110010095052008,0095,2008,4,4B
110010078061002,0078,1002,7,7C
110010035002003,0035,2003,1,1B
110010008022012,0008,2012,2,2E
110010011002008,0011,2008,3,3G
110010092011016,0092,1016,5,5E
110010077082014,0077,2014,7,7B
110010050011009,0050,1009,2,2F
110010076043002,0076,3002,7,7B
110010083021007,0083,1007,6,6C
110010009022017,0009,2017,3,3D
110010050011002,0050,1002,2,2F
110010030001003,0030,1003,1,1A
110010075022008,0075,2008,8,8B
110010028012000,0028,2000,1,1A
110010084022004,0084,2004,6,6A
110010062021035,0062,1035,2,2A
110010021021002,0021,1002,4,4B
110010094003013,0094,3013,5,5C
110010109002029,0109,2029,8,8D
110010077072018,0077,2018,7,7E
110010098071013,0098,1013,8,8D
110010062021038,0062,1038,2,2A
110010077072012,0077,2012,7,7E
110010008013024,0008,3024,3,3B
110010098022000,0098,2000,8,8E
110010099021007,0099,1007,7,7E
110010098071002,0098,1002,8,8D
110010009013002,0009,3002,3,3D
110010109002009,0109,2009,8,8D
110010099042005,0099,2005,7,7E
110010056004001,0056,4001,2,2A
110010016001013,0016,1013,4,4A
110010062021032,0062,1032,2,2B
110010067002002,0067,2002,6,6B
110010046001003,0046,1003,5,5E
110010098031002,0098,1002,8,8C
110010018042002,0018,2002,4,4A
110010067001009,0067,1009,6,6B
110010059001032,0059,1032,6,6C
110010011004025,0011,4025,3,3E
110010111001012,0111,1012,5,5C
110010042021007,0042,1007,2,2B
110010048011020,0048,1020,6,6E
110010011004011,0011,4011,3,3G
110010098011012,0098,1012,8,8E
110010008013022,0008,3022,3,3D
110010096011019,0096,1019,7,7D
110010010023005,0010,3005,3,3C
110010096042010,0096,2010,7,7D
110010088042005,0088,2005,5,5D
110010082002013,0082,2013,6,6C
110010033021003,0033,1003,5,5E
110010068012002,0068,2002,6,6B
110010074072002,0074,2002,8,8A
110010010014011,0010,4011,3,3E
110010033022005,0033,2005,5,5E
110010076013007,0076,3007,8,8A
110010078081013,0078,1013,7,7C
110010074072001,0074,2001,8,8A
110010095033009,0095,3009,5,5B
110010095032007,0095,2007,5,5B
110010062021013,0062,1013,6,6C
110010104002044,0104,2044,8,8C
110010064002023,0064,2023,6,6D
110010104002017,0104,2017,8,8C
110010078033002,0078,3002,7,7D
110010099021013,0099,1013,7,7B
110010034002013,0034,2013,1,1B
110010009012002,0009,2002,3,3D
110010016004000,0016,4000,4,4A
110010062021109,0062,1109,2,2C
110010044001017,0044,1017,1,1B
110010019012008,0019,2008,4,4B
110010046002005,0046,2005,5,5E
110010088022009,0088,2009,5,5D
110010093013007,0093,3007,5,5B
110010021014006,0021,4006,4,4D
110010078071013,0078,1013,7,7C
110010004001007,0004,1007,3,3C
110010062021001,0062,1001,6,6C
110010016004004,0016,4004,4,4A
110010095032014,0095,2014,5,5B
110010052014004,0052,4004,2,2F
110010093012004,0093,2004,5,5B
110010021024008,0021,4008,4,4D
110010111001032,0111,1032,5,5C
110010056001009,0056,1009,2,2A
110010002022004,0002,2004,2,2E
110010064001003,0064,1003,6,6D
110010108002006,0108,2006,2,2A
110010024003001,0024,3001,4,4C
110010098112007,0098,2007,8,8D
110010093012014,0093,2014,5,5B
110010094002006,0094,2006,5,5B
110010095081007,0095,1007,5,5A
110010091023002,0091,3002,5,5C
110010015001025,0015,1025,3,3G
110010096011048,0096,1048,7,7D
110010071001013,0071,1013,6,6B
110010068041025,0068,1025,7,7D
110010095033001,0095,3001,5,5A
110010073011142,0073,1142,8,8C
110010077072021,0077,2021,7,7E
110010062021106,0062,1106,2,2C
110010036003002,0036,3002,1,1B
110010055005002,0055,5002,2,2B
110010079031014,0079,1014,7,7D
110010096011003,0096,1003,7,7D
110010019021002,0019,1002,4,4B
110010076034008,0076,4008,7,7B
110010025021005,0025,1005,4,4C
110010109002030,0109,2030,8,8D
110010110003003,0110,3003,6,6D
110010093021011,0093,1011,5,5B
110010009012024,0009,2024,3,3D
110010080013002,0080,3002,6,6A
110010021021015,0021,1015,4,4B
110010074011016,0074,1016,8,8A
110010019021004,0019,1004,4,4B
110010095042015,0095,2015,5,5B
110010101001007,0101,1007,2,2F
110010014012020,0014,2020,3,3G
110010046001002,0046,1002,5,5E
110010065002020,0065,2020,6,6B
110010022012002,0022,2002,4,4D
110010094001003,0094,1003,5,5B
110010031001016,0031,1016,1,1B
110010104002024,0104,2024,8,8C
110010015002002,0015,2002,3,3G
110010101001011,0101,1011,2,2F
110010096021019,0096,1019,7,7D
110010006004021,0006,4021,3,3C
110010111003005,0111,3005,5,5C
110010096033005,0096,3005,7,7F
110010004002004,0004,2004,3,3C
110010080022003,0080,2003,6,6A
110010092011000,0092,1000,5,5B
110010068022013,0068,2013,6,6B
110010003004011,0003,4011,3,3B
110010088042008,0088,2008,5,5D
110010022021008,0022,1008,4,4D
110010094001016,0094,1016,5,5B
110010027022000,0027,2000,1,1D
110010024002002,0024,2002,4,4C
110010083012011,0083,2011,6,6C
110010109002011,0109,2011,8,8D
110010111003051,0111,3051,5,5C
110010076012005,0076,2005,8,8A
110010077082013,0077,2013,7,7B
110010041003006,0041,3006,2,2D
110010062021064,0062,1064,2,2A
110010009011001,0009,1001,3,3D
110010102002036,0102,2036,6,6D
110010015004002,0015,4002,3,3G
110010095083002,0095,3002,5,5A
110010078072005,0078,2005,7,7C
110010023012001,0023,2001,4,4C
110010022023003,0022,3003,4,4D
110010047012000,0047,2000,6,6E
110010093021016,0093,1016,5,5B
110010016004006,0016,4006,4,4A
