X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-76.971471811069648,38.924299427001429,18309516,447923,EXPIRED,Motor Vehicle Salesman,800712000060,NARICO INC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025267750,2017-06-20T15:11:22.000Z,WASHINGTON,DC,2417 EVARTS STREET NE,38.9242919671,-76.9714695348,402474,139602.26,20018,150409,58834,58834,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.973912445754095,38.922158358688399,18309517,447924,EXPIRED,Motor Vehicle Salesman,800712000062,RIGHT HOUR AUTO SALES INC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025268858,2017-06-20T15:11:22.000Z,WASHINGTON,DC,2201 CHANNING STREET NE,38.9221508993,-76.9739101689,402262.43,139364.52,20018,50553,506,506,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.969981653342998,38.872737346733842,18309533,449898,EXPIRED,Patent Medicine,70104813,KHADIJA INC,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025843762,2017-06-20T15:11:23.000Z,WASHINGTON,DC,2529 PENNSYLVANIA AVENUE SE,38.8727298972,-76.9699793807,402605.1,133878.5,20020,302054,187145,187145,7,7A,7A07,SIXTH,607,34,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309538,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309539,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309540,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309541,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309542,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309543,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309544,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309545,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309546,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309547,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309548,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309549,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309550,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309551,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309552,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309553,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309554,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309555,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309556,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309557,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309558,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309559,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309560,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309561,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309562,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309563,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309564,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309565,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309566,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309567,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309568,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309569,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309570,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309571,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309572,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309573,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309574,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309575,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309576,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309577,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309578,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309579,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309580,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.016342893087398,38.929550100515307,18309581,448705,EXPIRED,General Business Licenses,400312001532,MORRISON MANAGEMENT SPECIALIST,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2025723080,2017-06-20T15:11:22.000Z,WASHINGTON,DC,110 IRVING STREET NW,38.929542308,-77.0163406027,398583.14,140184.87,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309642,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309643,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309644,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309645,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309646,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309647,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309648,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309649,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309650,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309651,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309652,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
-77.012300783653799,38.951416154665253,18309653,449903,EXPIRED,Patent Medicine,70106941,DK & CMK INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,9999999999,2017-06-20T15:11:23.000Z,WASHINGTON,DC,5010 NEW HAMPSHIRE AVENUE NW,38.9514083576,-77.0122984931,398933.95,142612.14,20011,306154,201839,201839,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
